Aircraft Registration,Trax,Non-Routine/ Complaint/ WO Number,.pdf Document Name,Reported Date,ATA,Sub-ATA,Section,To Section,Station,Plus,mm/ Inch,To Station,Plus,mm/ Inch,Stringer,Plus,mm/ Inch,To Stringer,Plus,mm/ Inch,Water Line,To Water Line,Buttock Line,To Buttock Line,Damage Type,Component,Component,In Limits,In Limits Acc. Maint Data,Repair Performed,Repair Type,Repair Maintenance Data,Dimension:,mm/ Inch,Dimension,mm/ Inch,,mm/ Inch,Blend Repair,Blend Width,mm/ Inch,Blend Length,mm/ Inch,Blend Remaining Thickness,mm/ Inch,"Repair Status (A,B,C, N/A)",Major Repair,
,Defect Report Number,(MRO's reference number),,,,,,,,,,,,,,,,,,,,,,,,PN,SN,IN/OUT,,Y/N,,,(L) ,,(W) ,,Dimension,,Y/N,,,,,,,,Y/N,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Y),,,,,,,,,,,
PH-HSI,,WO 6009192-1,SDR_075,2/22/2023,57,20,WING LH,,,,,,,,,,,,,,,,,,GOUGE,,,OUT,,Y,BLEND REPAIR,SRM 57-20-01-2R-1 fig 202 Rev 77,,,,,,,Y,N/A,,52,mm,0.23,mm,CAT-A,N,Edge of fuel access hole for panel 534BB
PH-HSI,,WO 6007620-1,SDR_076,1/3/2023,57,41,WING LH,,,,,,,,,,,,,,,,,,WEAR,116A9110-33,,OUT,,Y,COMPOSITE REPAIR,SRM 57-41-01 rep 1 by SRM 51-70-05 rep 9 Rev 78,,,,,,,,,,,,,,CAT-A,N,"Panel 521WB, 2 holes repaired"
PH-HSI,,WO 6007620-1,SDR_076,1/3/2023,57,41,WING LH,,,,,,,,,,,,,,,,,,WEAR,116A9121-17,,OUT,,Y,COMPOSITE REPAIR,SRM 57-41-01 rep 1 by SRM 51-70-05 rep 9 Rev 78,,,,,,,,,,,,,,CAT-A,N,"Panel 521LB, 1 hole repaired"
PH-HSI,,WO 6007620-1,SDR_076,1/3/2023,57,41,WING LH,,,,,,,,,,,,,,,,,,WEAR,116A9121-9,,OUT,,Y,COMPOSITE REPAIR,SRM 57-41-01 rep 1 by SRM 51-70-05 rep 9 Rev 78,,,,,,,,,,,,,,CAT-A,N,"Panel 521UB, 1 hole repaired"
PH-HSI,,WO 6007620-1,SDR_076,1/3/2023,57,41,WING LH,,,,,,,,,,,,,,,,,,WEAR,116A9110-27,,OUT,,Y,COMPOSITE REPAIR,SRM 57-41-01 rep 1 by SRM 51-70-05 rep 9 Rev 78,,,,,,,,,,,,,,CAT-A,N,"Panel 521KB, 1 hole repaired"
PH-HSI,,WO 6007613-1,SDR_077,1/3/2023,57,41,WING RH,,,,,,,,,,,,,,,,,,DELAM,116A9110-28,,OUT,,Y,COMPOSITE REPAIR,SRM 57-41-01 rep 1 by SRM 51-70-04 rep 13 Rev 78,,,,,,,,,,,,,,CAT-A,N,"Panel 621JB, edge of panel"
PH-HSI,,WO 6017530-1,SDR_078,2/3/2023,57,70,WING RH,,SPOILER-8,,,,,,,,,,,,,,,,DENT,113A4500-6,32274,IN,SRM 57-70-01-1A-1 Rev 77,N,DENT (IN LIMITS),,15,mm,15,mm,0.4,mm,,,,,,,,,,"Lower skin, 905mm from IB edge, 250mm from fwd edge, 20mm from dent 2, zone 2."
PH-HSI,,WO 6017530-1,SDR_078,2/3/2023,57,70,WING RH,,SPOILER-8,,,,,,,,,,,,,,,,DENT,113A4500-6,32274,IN,SRM 57-70-01-1A-1 Rev 77,N,DENT (IN LIMITS),,12,mm,12,mm,0.3,mm,,,,,,,,,,"Lower skin, 885mm from IB edge, 250mm from fwd edge, 20mm from dent 1, zone 2. "
PH-HSW,,WO 6020231-1,SDR 051 WO 6020231,6/3/2023,53,80,48,,,,,,,,,,,,,,,,,,PUNCTURE,,,OUT,,Y,COMPOSITE REPAIR,SRM 53-80-70 rep 1 by SRM 51-70-04 Rev 77, ,, ,, ,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6020441-1,SDR 052 WO 6020441,7/3/2023,57,53,WING LH,,FLAP-AFTOB,,,,,,,,,,,,,,,,DELAM,113A3700-20,1318,OUT,,Y,DOUBLER,SRM 57-53-01 rep 4 by SRM 51-70-10 rep 4 fig 202 Rev 77,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6020648-1,SDR 053 WO 6020648,7/3/2023,53,40,44,,,,,,,,,,,,,,,,,,DENT,149A7652-9,RD1216908,OUT,,Y,COMPOSITE REPAIR,SRM 53-40-70 rep 1 table 202 by SRM 51-70-05 rep 6 Rev 77,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6020658-1,SDR 054 WO 6020658,7/3/2023,53,40,44,,,,,,,,,,,,,,,,,,WEAR,149A7655-13,RD1216483,OUT,,Y,COMPOSITE REPAIR,SRM 53-40-70 rep 1 table 202 by SRM 51-70-05 rep 6 Rev 77,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6020676-1,SDR 055 WO 6020676,7/3/2023,51,0,,,,,,,,,,,,,,,,,,,WEAR,115A2514-6,,OUT,,Y,FASTENER REPLACEMENT,Boeing dwg 115A2521,N/A,,N/A,,N/A,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6020684-1,SDR 056 WO 6020684,7/3/2023,51,0,,,,,,,,,,,,,,,,,,,WEAR,149A7655-14,RD1220939,OUT,,Y,COMPOSITE REPAIR,SRM 53-40-70 rep 1 table 201 by SRM 51-70-05 rep 11 & 2 Rev 77,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6020667-1,SDR 057 WO 6030667,7/3/2023,57,53,WING RH,,FLAP-AFT-OB,,,,,,,,,,,,,,,,DENT,113A3700-20,1318,IN,SRM 57-30-01-1A-4 rev 77,N,DENT (IN LIMITS),,15,mm,15,mm,0.15,mm,,,,,,,,,,
PH-HSW,,WO 6020667-1,SDR 057 WO 6030667,7/3/2023,57,53,WING RH,,FLAP-AFT-OB,,,,,,,,,,,,,,,,DENT,113A3700-20,1318,IN,SRM 57-30-01-1A-4 rev 77,N,DENT (IN LIMITS),,17,mm,17,mm,0.15,mm,,,,,,,,,,
PH-HSW,,WO 6021343-1,SDR 058 WO 6021343,9/3/2023,55,10,HOR STAB L,,HSTA92.70,-40,mm,,,,,,,,,,,,,,SCRATCH,186A1000-41,SAIC1432,OUT,,Y,BLEND REPAIR,SRM 55-10-01-1A-2 Rev 77,,,,,,,Y,5,mm,9,mm,0.06 depth,mm,CAT-A,N,
PH-HSW,,WO 6020737-1,SDR 059 WO 6020737,10/3/2023,55,20,HOR STAB L,,,,,,,,,,,,,,,,,,WEAR,183A3600-5,,OUT,,Y,COMPOSITE REPAIR,SRM 55-20-01-2R-4 rep 4 by SRM 51-70-04 rep 9 and SRM 55-20-01-2R-4 para 4C Rev 78,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6020737-1,SDR 059 WO 6020737,10/3/2023,55,20,HOR STAB L,,,,,,,,,,,,,,,,,,CRACK,183A3600-5,,OUT,,Y,COMPOSITE REPAIR,SRM 55-20-01-2R-4 rep 4 by SRM 51-70-04 rep 9 and SRM 55-20-01-2R-4 para 4C Rev 78,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6020712,SDR 060 WO 6020712,10/3/2023,55,20,HOR STAB R,,,,,,,,,,,,,,,,,,WEAR,183A3600-6,,OUT,,Y,COMPOSITE REPAIR,SRM 55-20-01-2R-4 rep 4 by SRM 51-70-04 rep 9 Rev 78,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6021511,SDR 061 WO 6021511,10/3/2023,57,20,WING LH,,,,,,,,,,,,,,,,,,CORROSION,115A3758-17,,OUT,,Y,,,,,,,,,,,,,,,,,,
PH-HSW,,WO 6008480,SDR 062 WO 6008480,11/3/2023,57,53,WING LH,,,,,,,,,,,,,,,,,,WEAR,113A9350-203,,OUT,,Y,COMPOSITE REPAIR,SRM 57-53-70-2R-2 repair 2 alt 2 rev 78,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6021969-1,SDR 063 WO 6021969,11/3/2023,57,53,WING RH,,,,,,,,,,,,,,,,,,WEAR,113A9210-2,,OUT,,Y,COMPOSITE REPAIR,SRM 57-53-70 rep 3 table 203 Rev 77,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6021967-1,SDR 064 WO 6021967,11/3/2023,57,53,WING RH,,,,,,,,,,,,,,,,,,WEAR,113A9110-2,2575,OUT,,Y,COMPOSITE REPAIR,SRM 57-53-70 rep 3 table 203 Rev 77,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6022028-1,SDR 065 WO 6022028,11/3/2023,57,53,WING LH,,,,,,,,,,,,,,,,,,WEAR,113A9110-1,2675,OUT,,Y,COMPOSITE REPAIR,SRM 57-53-70 rep 3 table 203 Rev 77,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6022029-1,SDR 066 WO 6022029,11/3/2023,57,53,WING LH,,,,,,,,,,,,,,,,,,WEAR,113A9210-1,HSW543AB,OUT,,Y,COMPOSITE REPAIR,SRM 57-53-70 rep 3 table 203 Rev 77,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6020730-1,SDR 067 WO 6020730,3/19/2023,55,10,HOR STAB L,,HSTA92.70,,,,,,,,,,,,,,,,CRACK,186A1000-41,SAIC1432,OUT,,Y,DOUBLER,SRM 55-10-11 rep 11 Rev 77,250,mm,220,mm,N/A,,,,,,,,,CAT-B,N,
PH-HSW,,WO 6022444-1,SDR 068 WO 6022444,12/3/2023,57,53,WING RH,,FLAP-MN-IN,,,,,,,,,,,,,,,,WEAR,,,OUT,,Y,BLEND REPAIR,SRM 57-53-02-1A-1 rev 77,,,,,,,Y,0.7,mm,,,,,CAT-A,N,
PH-HSW,,WO 6022483-1,SDR 069 WO 6022483,12/3/2023,57,53,WING LH,,FLAP-MN-IN,,,,,,,,,,,,,,,,WEAR,,,OUT,,Y,BLEND REPAIR,SRM 57-53-02-1A-1 rev 77,,,,,,,Y,0.3,mm,,,,,CAT-A,N,
PH-HSW,,WO 6022072-1,SDR 070 WO 6022072,3/14/2023,53,70,47,47,951,30,mm,967,,,S-17L,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-70-15-1A-1 para 4D2 fig 103 det E rev 77,,,,,,,Y,25,mm,25,mm,,mm,CAT-A,N,
PH-HSW,,WO 6022072-1,SDR 070 WO 6022072,3/14/2023,53,70,47,47,951,,,967,-235,mm,S-17L,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-70-15-1A-1 para 4D2 fig 103 det E rev 77,,,,,,,Y,25,mm,60,mm,,mm,CAT-A,N,
PH-HSW,,WO 6022072-1,SDR 070 WO 6022072,3/14/2023,53,70,47,47,951,,,967,-75,mm,S-17L,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-70-15-1A-1 para 4D2 fig 103 det E rev 77,,,,,,,Y,25,mm,60,mm,,mm,CAT-A,N,
PH-HSW,,WO 6022072-1,SDR 070 WO 6022072,3/14/2023,53,70,47,47,951,,,967,70,mm,S-17L,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-70-15-1A-1 para 4D2 fig 103 det E rev 77,,,,,,,Y,25,mm,65,mm,,mm,CAT-A,N,
PH-HSW,,WO 6022072-1,SDR 071 WO 6022072,3/14/2023,53,70,47,47,967,50,mm,986.5,,,S-17R,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-70-15-1A-1 para 4D2 fig 103 det E rev 77,,,,,,,Y,20,mm,20,mm,,mm,CAT-A,N,
PH-HSW,,WO 6022072-1,SDR 071 WO 6022072,3/14/2023,53,70,47,47,967,90,mm,986.5,,,S-17R,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-70-15-1A-1 para 4D2 fig 103 det E rev 77,,,,,,,Y,30,mm,200,mm,,mm,CAT-A,N,
PH-HSW,,WO 6022072-1,SDR 071 WO 6022072,3/14/2023,53,70,47,47,967,315,mm,986.5,,,S-17R,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-70-15-1A-1 para 4D2 fig 103 det E rev 77,,,,,,,Y,25,mm,60,mm,,mm,CAT-A,N,
PH-HSW,,WO 6027462-1,SDR 072 WO 6027462,3/14/2023,53,0,41,41,243.7,117,mm,251.6,,,S-24R,-36,mm,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01-1A AD1 Rev 77,,,,,,,Y,9,mm,30,mm,0.95,mm,CAT-A,N,
PH-HSW,,WO 6027551-1,SDR 073 WO 6027551,3/14/2023,55,10,HOR STAB L,,EL-149.12,,,,,,,,,,,,,,,,CORROSION,186A1000-41,SAIC1432,OUT,,Y,FREEZE PLUG,RDR as per Boeing SR 4-5767180988,N/A,,8.65,mm,N/A,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6027558-1,SDR 074 WO 6027558,3/14/2023,55,10,HOR STAB L,,EL-121.59,,,,,,,,,,,,,,,,CORROSION,186A1000-41,SAIC1432,OUT,,Y,FREEZE PLUG,Form 8100-9 as per Boeing SR 4-5767267991,N/A,,8.65,mm,N/A,,,,,,,,,CAT-C,N,
PH-HSW,,WO 6027559-1,SDR 075 WO 6027559,3/14/2023,55,10,HOR STAB L,HOR STAB L,EL-94.07,,,EL-149.12,,,,,,,,,,,,,CORROSION,186A1000-41,SAIC1432,OUT,,Y,FREEZE PLUG,RDR as per Boeing SR 4-5767246188,N/A,,9.45,mm,N/A,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6027559-1,SDR 075 WO 6027559,3/14/2023,55,10,HOR STAB L,HOR STAB L,EL-94.07,,,EL-149.12,,,,,,,,,,,,,CORROSION,186A1000-41,SAIC1432,OUT,,Y,FREEZE PLUG,RDR as per Boeing SR 4-5767246188,N/A,,8.65,mm,N/A,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6027559-1,SDR 075 WO 6027559,3/14/2023,55,10,HOR STAB L,HOR STAB L,EL-94.07,,,EL-149.12,,,,,,,,,,,,,CORROSION,186A1000-41,SAIC1432,OUT,,Y,FREEZE PLUG,RDR as per Boeing SR 4-5767246188,N/A,,9.45,mm,N/A,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6027559-1,SDR 075 WO 6027559,3/14/2023,55,10,HOR STAB L,HOR STAB L,EL-94.07,,,EL-149.12,,,,,,,,,,,,,CORROSION,186A1000-41,SAIC1432,OUT,,Y,FREEZE PLUG,RDR as per Boeing SR 4-5767246188,N/A,,8.65,mm,N/A,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6022389-1,SDR 076 WO 6022389,3/15/2023,57,53,WING LH,,FLAP-AFTIN ,,,,,,,,,,,,,,,,DENT,113A2700-25,D-2886,IN,SRM 57-53-01-1A-2 rev 77,N,DENT (IN LIMITS),,30,mm,20,mm,0.72,mm,,,,,,,,,,
PH-HSW,,WO 6022389-1,SDR 076 WO 6022389,3/15/2023,57,53,WING LH,,FLAP-AFTIN ,,,,,,,,,,,,,,,,DENT,113A2700-25,D-2886,IN,SRM 57-53-01-1A-2 rev 77,N,DENT (IN LIMITS),,15,mm,15,mm,0.2,mm,,,,,,,,,,
PH-HSW,,WO 6022389-1,SDR 076 WO 6022389,3/15/2023,57,53,WING LH,,FLAP-AFTIN ,,,,,,,,,,,,,,,,DENT,113A2700-25,D-2886,IN,SRM 57-53-01-1A-2 rev 77,N,DENT (IN LIMITS),,15,mm,15,mm,0.2,mm,,,,,,,,,,
PH-HSW,,WO 6021926,SDR 077 WO 6021926,3/16/2023,57,53,WING RH,,,,,,,,,,,,,,,,,,SCRATCH,113A1160-107,1570,OUT,,Y,BLEND REPAIR,RDR as per Boeing SR 4-5769377429,,,,,,,Y,,,,,7.56,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500E,,,500F,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,20,mm,20,mm,0.03,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500E,,,500F,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,30,mm,40,mm,0.04,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500E,,,500F,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,30,mm,40,mm,0.04,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500E,,,500F,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,20,mm,25,mm,0.02,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500E,,,500F,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,20,mm,30,mm,0.02,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500F,,,500G,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,15,mm,35,mm,0.03,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500F,,,500G,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,15,mm,35,mm,0.02,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500F,,,500G,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,20,mm,25,mm,0.02,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500F,,,500G,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,25,mm,30,mm,0.03,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500G,,,500H,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,20,mm,25,mm,0.03,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500G,,,500H,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,25,mm,25,mm,0.04,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500G,,,500H,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,30,mm,40,mm,0.06,mm,CAT-A,N,
PH-HSW,,WO 6021437-1,SDR 078 WO 6021437,3/19/2023,53,10,43,43,500I,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,20,mm,32,mm,0.02,mm,CAT-A,N,
PH-HSW,,WO 6021440-1 ,SDR 079 WO 6021440,3/19/2023,53,0,43,43,492.4,,,500,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,25,mm,140,mm,0.06,mm,CAT-A,N,
PH-HSW,,WO 6021440-1 ,SDR 079 WO 6021440,3/19/2023,53,0,43,43,500,,,500A,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,25,mm,45,mm,0.04,mm,CAT-A,N,
PH-HSW,,WO 6021440-1 ,SDR 079 WO 6021440,3/19/2023,53,0,43,43,500,,,500A,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,20,mm,30,mm,0.03,mm,CAT-A,N,
PH-HSW,,WO 6021440-1 ,SDR 079 WO 6021440,3/19/2023,53,0,43,43,500,,,500A,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,25,mm,35,mm,0.03,mm,CAT-A,N,
PH-HSW,,WO 6021440-1 ,SDR 079 WO 6021440,3/19/2023,53,0,43,43,500G,,,500H,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,15,mm,20,mm,0.02,mm,CAT-A,N,
PH-HSW,,WO 6021440-1 ,SDR 079 WO 6021440,3/19/2023,53,0,43,43,500G,,,500H,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,25,mm,50,mm,0.04,mm,CAT-A,N,
PH-HSW,,WO 6021440-1 ,SDR 079 WO 6021440,3/19/2023,53,0,43,43,500G,,,500H,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,20,mm,30,mm,0.03,mm,CAT-A,N,
PH-HSW,,WO 6021440-1 ,SDR 079 WO 6021440,3/19/2023,53,0,43,43,500G,,,500H,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,10,mm,15,mm,0.02,mm,CAT-A,N,
PH-HSW,,WO 6021440-1 ,SDR 079 WO 6021440,3/19/2023,53,0,43,43,500G,,,500H,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,15,mm,20,mm,0.02,mm,CAT-A,N,
PH-HSW,,WO 6021440-1 ,SDR 079 WO 6021440,3/19/2023,53,0,43,43,500G,,,500H,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,15,mm,15,mm,0.02,mm,CAT-A,N,
PH-HSW,,WO 6021440-1 ,SDR 079 WO 6021440,3/19/2023,53,0,43,43,500I,,,,,,,,,,,,,,,,CORROSION,,,OUT,,Y,BLEND REPAIR,SRM 53-00-53-1A-1 AD1 step 4A2 fig 103 Det E Rev 77,,,,,,,Y,28,mm,42,mm,0.02,mm,CAT-A,N,
PH-HSW,,WO 6020697-1,SDR 080 WO 6020697,3/21/2023,57,41,WING LH,,,,,,,,,,,,,,,,,,WEAR,,,OUT,,Y,FASTENER REPLACEMENT,SRM 57-41-01-2R-7 rep 7 Rev 77,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6020697-1,SDR 080 WO 6020697,3/21/2023,57,41,WING RH,,,,,,,,,,,,,,,,,,WEAR,,,OUT,,Y,FASTENER REPLACEMENT,SRM 57-41-01-2R-7 rep 7 Rev 77,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6030516-1,SDR 081 WO 6030516,3/24/2023,53,0,46,46,727,,,727B,,,S-26R,,,,,,,,,,PUNCTURE,,,OUT,,Y,SPLICE REPAIR,SRM 53-00-53-2R-6 rep 6 Rev 77,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6034161-1,SDR 082 WO 6034164,3/26/2023,57,53,WING LH,,FLAP-AFTOB,,,,,,,,,,,,,,,,CHAFING,,,OUT,,Y,BLEND REPAIR,SRM 57-53-01-1A-5 Rev 78,,,,,,,Y,2.5,mm,3,mm,0.2,mm,CAT-A,N,
PH-HSW,,WO 6037774-1,SDR 083 WO 6037774,3/29/2023,53,80,47,,951,-151,mm,,,,S-19L,-16,mm,,,,,,,,DENT,,,IN,SRM 53-00-01-1A-1 step 4B3B fig 103 det G table 102 Rev 78,N,DENT (IN LIMITS),,50,mm,22,mm,0.25,mm,,,,,,,,,,
PH-HSW,,WO 6037712-1,SDR 084 WO 6037712,2/4/2023,53,0,47,47,967,,,986.5,,,S-17L,,,S-20L,,,,,,,TOOL MARK,,,OUT,,Y,DOUBLER,Form 8100-9 as per Boeing SR 1-1976333556,,,,,,,,,,,,,,CAT-B,N,
PH-HSW,,WO 6027547-1,SDR 085 WO 6027547,4/4/2023,57,41,WING RH,,,,,,,,,,,,,,,,,,DELAM,116A9110-50, ,OUT,,Y,COMPOSITE REPAIR,SRM 57-41-01 rep 1 table 202 by SRM 51-70-05 rep 10 & SRM 51-70-14 rep 3 Rev 78,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WP 6023915-1,SDR 086 WO 6023915,4/4/2023,57,41,WING LH,,,,,,,,,,,,,,,,,,DELAM,116A9110-41,,OUT,,Y,COMPOSITE REPAIR,SRM 57-41-01 rep 1 table 202 by SRM 51-70-05 rep 10 & SRM 51-70-14 rep 6 Rev 78,,,,,,,,,,,,,,CAT-A,N,
PH-HSW,,WO 6023921-1,SDR 087 WO 6023921,4/4/2023,57,41,WING LH,,,,,,,,,,,,,,,,,,DELAM,116A9110-27,,OUT,,Y,COMPOSITE REPAIR,SRM 57-41-01 rep 1 table 202 by SRM 51-70-05 rep 10 & SRM 51-70-14 rep 6 Rev 78 and SRM 57-41-01 rep 1 table 202 by SRM 51-70-04 rep 13 Rev 78,,,,,,,,,,,,,,CAT-A,N,
PH-HSC,,WO 5749584-1,WO 5749584,2/22/2022,57,10,44,,663.75,,,,,,,,,,,,,,,,CRACK,,,OUT,,Y,COMPOSITE REPAIR,SRM 57-10-10 Repair 2,,,,,,,,,,,,,,CAT-A,N,
PH-HSC,,WO 5761453-1 ,WO 5761453,7/3/2022,53,40,,,,,,,,,,,,,,,,,,,,,,OUT,,Y,REWORK,SRM 53-40-01 Repair 1,,,,,,,,,,,,,,CAT-A,N,
PH-HSC,,WO 5762101-1,WO 5762101,8/3/2022,53,80,41,,,,,,,,,,,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD1,,,,,,,Y,20,mm,39,mm,"1,68",mm,CAT-A,N,
PH-HSC,,WO 5762107-1,WO 5762107,8/3/2022,53,80,48,,1016,,,1040,,,S-14L,,,,,,,,,,SCRATCH,,,OUT,,Y,BLEND REPAIR,SRM 53-00-01 AD1,,,,,,,Y,14,mm,100,mm,"1,77",mm,CAT-A,N,
